Case_ID,Attack_Type,Country,Region,Location,Victim_Name,Injury,Fatal,original order,Ages,Dates,Days,Months,Years,Sex_U,Sex_M,Activities,Species_Shark,long_shark
2016.06.05.a,Unprovoked,Australia,Western Australia,Mindarie,Doreen Collyer,FATAL,Y,5963.0,60,05-06-2016,5.0,6.0,2016.0,F,F,diving,Unknown,Unknown
2016.06.04,Unprovoked,Egypt,Suez,Ain Sokhna,Omar Abdel Qader,"Leg severely bitten, surgically amputated",N,5962.0,23,04-06-2016,4.0,6.0,2016.0,M,M,swimming,Mako Shark,Unknown
2016.06.02.b,Unprovoked,Australia,New South Wales,Kingscliff,Waade Madigan and Dr Seyong Kim ,"No injury, but sharks repeatedly hit their fins and guns",Unknown,5961.0,27,02-06-2016,2.0,6.0,2016.0,M,M,fishing,Unknown,Unknown
2016.06.02.a,Unprovoked,New Caledonia,Unknown," CÃÂÃÂÃÂÃÂ´te-Blanche, NoumÃÂÃÂÃÂÃÂ©a ",Pierre de Rotalier,Laceration to heel,N,5960.0,27,02-06-2016,2.0,6.0,2016.0,M,M,boarding,Unknown,3.0
2016.05.31,Unprovoked,Australia,Western Australia,"Falcon Beach, Mandurah",Ben Gerring,FATAL,Y,5959.0,29,31-05-2016,31.0,5.0,2016.0,M,M,surfing,White Shark,Unknown
2016.05.29.b,Unprovoked,United States,California,"Corona Del Mar, Newport, Orange County","                        Maria Korcsmaros 
",Injuries to arm and shoulder,N,5958.0,52,29-05-2016,29.0,5.0,2016.0,F,F,swimming,Unknown,Unknown
2016.05.29.a,Unprovoked,United States,Florida,"Neptune, Duval County",male,Injury to posterior right leg,N,5957.0,13,29-05-2016,29.0,5.0,2016.0,M,M,swimming,Shark,1.52
2016.05.22,Unprovoked,United States,Florida,"Vero Beach, Indian River County",Mary Marcus,Puncture wounds to thigh,N,5956.0,57,22-05-2016,22.0,5.0,2016.0,F,F,swimming,Unknown,Unknown
2016.05.21.b,Unprovoked,United States,Florida,"St. Petersburg, Pinellas County",Krystal Magee,Lacerations and puncture wounds to foot and ankle,N,5955.0,22,21-05-2016,21.0,5.0,2016.0,F,F,swimming,Bull Shark,1.22
2016.05.21.a,Unprovoked,United States,Florida,"Hugenot Beach , Jacksonville, Duval County",female,"Back, arm & hand injured",N,5954.0,11,21-05-2016,21.0,5.0,2016.0,F,F,swimming,Unknown,Unknown
2016.05.18,Unprovoked,United States,Florida,"Ponte Vedra, St. Johns County",Mark Wilson,Ankle bitten,N,5953.0,48,18-05-2016,18.0,5.0,2016.0,M,M,swimming,Blacktip Shark,1.22
2016.05.15,Provoked,United States,Florida,"Boca Raton, Palm Beach County",female,Arm grabbed PROVOKED INCIDENT,N,5952.0,23,15-05-2016,15.0,5.0,2016.0,F,F,other,Nurse Shark,0.61
2016.05.03,Unprovoked,United States,Hawaii,"Wailea Beach, Maui",male,Minor lacerations to right shoulder,N,5951.0,59,03-05-2016,3.0,5.0,2016.0,M,M,other,Unknown,Unknown
2016.05.02,Provoked,New Zealand,North Island,Cormandel,male,Foot bitten by landed shark PROVOKED INCIDENT,N,5950.0,39,02-05-2016,2.0,5.0,2016.0,M,M,fishing,Mako Shark,1.5
2016.04.25,Unprovoked,Indonesia,Bali,Balian,Ryan Boarman,Elbow bitten,N,5949.0,24,25-04-2016,25.0,4.0,2016.0,M,M,surfing,Bull Shark,1.83
2016.04.23,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Kelton Beardall,Minor injury to left foot,N,5948.0,15,23-04-2016,23.0,4.0,2016.0,M,M,surfing,Unknown,Unknown
2016.04.22,Unprovoked,South Africa,Western Cape Province,"Robberg Beach, Plettenberg Bay",Dave Manson,"No injury, surf-ski bitten",N,5947.0,27,22-04-2016,22.0,4.0,2016.0,M,M,surfing,White Shark,Unknown
2016.04.19,Unprovoked,Australia,New South Wales,"First Sun Beach, Byron Bay",Zak Kedem,Minor puncture wound to foot,N,5946.0,12,19-04-2016,19.0,4.0,2016.0,M,M,swimming,Wobbegong Shark,Unknown
2016.04.18,Provoked,French Polynesia,Tuamotos,Makemo Atoll,Teva Tokoragi,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,5945.0,26,18-04-2016,18.0,4.0,2016.0,M,M,fishing,Grey Reef Shark,2.0
2016.04.13,Unprovoked,United States,Florida,"Off Singer Island, Palm Beach County",Kyle Senkowicz,Multiple bites to right arm,N,5944.0,26,13-04-2016,13.0,4.0,2016.0,M,M,fishing,Bull Shark,2.13
2016.04.09,Unprovoked,New Caledonia,Grand Terre,Poe Beach,Nicole Malignon,FATAL,Y,5943.0,69,09-04-2016,9.0,4.0,2016.0,F,F,standing/wading,Tiger Shark,2.5
2016.04.08,Invalid,Cape Verde,Boa Vista Island,Unknown,a British citizen,"""Serious""",N,5942.0,60,08-04-2016,8.0,4.0,2016.0,M,M,unknown,Unknown,Unknown
2016.04.07.b,Unprovoked,United States,Florida,"Florida Keys, Monroe County",Jonathan Lester,Left hand bitten,N,5941.0,34,07-04-2016,7.0,4.0,2016.0,M,M,fishing,Shark,1.52
2016.04.07.a,Invalid,United States,Florida,"Corners Beach, Jupiter, Palm Beach County",Maximo Trinidad,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,N,5940.0,27,07-04-2016,7.0,4.0,2016.0,M,M,surfing,Unknown,Unknown
2016.03.31,Unprovoked,United States,Hawaii,"Olowalu, Maui",J. Orr,Minor injury to left foot,N,5939.0,46,31-03-2016,31.0,3.0,2016.0,F,F,snorkeling,Unknown,Unknown
2016.03.30,Unprovoked,Australia,New South Wales,Bombo Beach,Brett Connellan,Severe injury to thigh,N,5938.0,22,30-03-2016,30.0,3.0,2016.0,M,M,surfing,Unknown,Unknown
2016.03.28.b,Unprovoked,United States,Florida,"Fort Myers Beach, Lee County",Nick Kawa,Minor injury to arm. Possibly caused by smalll nurse shark,N,5937.0,16,28-03-2016,28.0,3.0,2016.0,M,M,unknown,Unknown,Unknown
2016.03.28.a,Unprovoked,Australia,New South Wales,North Cronulla Beach,Roie Smyth,"No injury, board dented",N,5936.0,41,28-03-2016,28.0,3.0,2016.0,M,M,surfing,Unknown,Unknown
2016.03.26,Provoked,Bahamas,Unknown,Unknown,Henry Kreckman ,Minor injury to chest PROVOKED INCIDENT,N,5935.0,9,26-03-2016,26.0,3.0,2016.0,M,M,unknown,Nurse Shark,Unknown
2016.03.13,Invalid,United States,California,"Bolsa Chica State Park, Orange County",unknown,Board reportedly bumped by shark. No injury,N,5934.0,27,13-03-2016,13.0,3.0,2016.0,Unknown,M,surfing,Unknown,Unknown
2016.03.11,Unprovoked,United States,Florida,"Vero Beach, St. Lucie County",Daniel Kenny,Lacerations to right foot and ankle,N,5933.0,19,11-03-2016,11.0,3.0,2016.0,M,M,boarding,Unknown,Unknown
2016.03.10,Unprovoked,Fiji,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",Maika Tabua,FATAL,Y,5932.0,45,10-03-2016,10.0,3.0,2016.0,M,M,other,Unknown,Unknown
2016.03.04,Unprovoked,United States,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",male,Superficial injury to foot,N,5931.0,12,04-03-2016,4.0,3.0,2016.0,M,M,unknown,Unknown,Unknown
2016.03.03.R,Unprovoked,Australia,South Australia,Wrights Bay,Lee Taplin,Puncture wounds to right calf,N,5930.0,27,03-03-2016,3.0,3.0,2016.0,M,M,fishing,Unknown,Unknown
2016.03.02,Unprovoked,Brazil,Santa Catarina State,Escalerio Beach BalneÃÂÃÂÃÂÃÂ¡rio CamboriÃÂÃÂÃÂÃÂº,Rafael Hermes Thomas,Minor injury to head,N,5929.0,41,02-03-2016,2.0,3.0,2016.0,M,M,swimming,Sandtiger Shark,Unknown
2016.02.22,Unprovoked,New Caledonia,South Province,"Ricaudy Reef, Noumea",Adrian *,Puncture wounds to right thigh,N,5928.0,21,22-02-2016,22.0,2.0,2016.0,M,M,boarding,Unknown,Unknown
2016.02.19,Unprovoked,New Caledonia,South Province,Yate,male,Forearm bitten,N,5927.0,31,19-02-2016,19.0,2.0,2016.0,M,M,fishing,Unknown,Unknown
2016.02.12,Unprovoked,Dominican Republic,Altagracia Province,"Bavaro Beach, Punta Cana",Patricia Howe,Avulsion injury to lower leg,N,5926.0,27,12-02-2016,12.0,2.0,2016.0,F,F,standing/wading,Unknown,Unknown
2016.02.10.R,Invalid,Cayman Islands,Grand Cayman,Stingray City Bar,Richard Branson,Minor injury to wrist from Southern stingray,N,5925.0,65,10-02-2016,10.0,2.0,2016.0,M,M,other,Unknown,Unknown
2016.02.10,Invalid,Australia,Tasmania,Nettley Bay,male,"No injury, knocked off board",N,5924.0,27,10-02-2016,10.0,2.0,2016.0,M,M,surfing,Unknown,Unknown
2016.02.05,Unprovoked,Australia,Queensland,Stradbroke Island,female,Foot nipped,N,5923.0,45,05-02-2016,5.0,2.0,2016.0,F,F,standing/wading,Unknown,Unknown
2016.02.04,Unprovoked,Australia,New South Wales,Hams Beach,Andrew Morris,"No injury, shark bit board",N,5922.0,40,04-02-2016,4.0,2.0,2016.0,M,M,other,Unknown,Unknown
2016.01.29,Boat,South Africa,KwaZulu-Natal,Durban,Dev De Lange,"No injury, shark capsized kayak",N,5921.0,27,29-01-2016,29.0,1.0,2016.0,M,M,kayaking,Unknown,Unknown
2016.01.28,Unprovoked,United States,Hawaii,"Hanalei Bay, Kauai",male,Lacerations to both hands,N,5920.0,27,28-01-2016,28.0,1.0,2016.0,M,M,surfing,Reef Shark,1.52
2016.01.25,Unprovoked,United States,Hawaii,"Hanalei Bay, Kauai, ",Kaya Waldman,No injury,N,5919.0,15,25-01-2016,25.0,1.0,2016.0,F,F,surfing,Unknown,Unknown
2016.01.24.b,Unprovoked,United States,Texas,Off Surfside,Keith Love,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,5918.0,27,24-01-2016,24.0,1.0,2016.0,M,M,fishing,Unknown,Unknown
2016.01.24.a,Boat,United Arab Emirates,Fujairah Emirate,35 miles off Fujairah,Occupants: Hamza Humaid Al SahraÃÂÃÂÃÂÃÂa & 5 crew,"No injury to occupants, shark leapt into boat",N,5917.0,27,24-01-2016,24.0,1.0,2016.0,M,M,fishing,Mako Shark,Unknown
2016.01.23,Unprovoked,United States,Hawaii,"Wailea Beach, Maui",Matt Mason,No injury,N,5916.0,48,23-01-2016,23.0,1.0,2016.0,M,M,boarding,Tiger Shark,4.27
2016.01.11.R,Unprovoked,Australia,Queensland,"Happy Valley Beach, Caloundra",Shane Hilder,Laceration to right foot,N,5915.0,27,11-01-2016,11.0,1.0,2016.0,M,M,surfing,Wobbegong Shark,Unknown
2016.01.05,Unprovoked,Australia,Queensland,Heron Island,Nicolas Davis,Laceration to right calf,N,5914.0,11,05-01-2016,5.0,1.0,2016.0,M,M,standing/wading,Blacktip Shark,Unknown
2016.01.02,Unprovoked,Australia,Queensland,Miall Island,Allan Countryman,Lacerations to arms & leg,N,5913.0,31,02-01-2016,2.0,1.0,2016.0,M,M,fishing,Unknown,3.0
2015.12.26,Boat,South Africa,KwaZulu-Natal,Westbrook Beach,Occupant: Grant Wardell,"No injury, kayak damaged",N,5912.0,27,26-12-2015,26.0,12.0,2015.0,M,M,kayaking,White Shark,3.0
2015.12.25,Unprovoked,Spain,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Cristina Ojeda-Thies ,Lacerations to left forearm,N,5911.0,38,25-12-2015,25.0,12.0,2015.0,F,F,swimming,Silky Shark,1.52
2015.12.22,Unprovoked,United States,Hawaii,La'aloa Beach Park,Robert Ford,"No injury, shark bit board",N,5910.0,71,22-12-2015,22.0,12.0,2015.0,M,M,boarding,Shark,2.74
2015.12.21.b,Unprovoked,Australia,New South Wales,Bondi Beach,Dean Norburn,"No injury, shark leapt on surfboard",N,5909.0,43,21-12-2015,21.0,12.0,2015.0,M,M,surfing,Bronze Whaler Shark,1.83
2015.12.21.a,Unprovoked,Brazil,Pernambuco,Fernano de Noronha,MÃÂÃÂÃÂÃÂ¡rcio de Castro Palma ,Right hand & part of forearm removed,N,5908.0,32,21-12-2015,21.0,12.0,2015.0,M,M,diving,Tiger Shark,1.5
2015.12.19,Unprovoked,Aruba,Unknown,Boat capsized,Adrian Esteban Rafael,FATAL,Y,5907.0,58,19-12-2015,19.0,12.0,2015.0,M,M,boating,Unknown,Unknown
2015.12.13,Boat,Australia,New South Wales,Lake Macquarie,6 m boat: occupants  Stephen & Andrew Crust,"No injury, shark rammed boat & bit motor",N,5906.0,27,13-12-2015,13.0,12.0,2015.0,Unknown,M,fishing,White Shark,3.5
2015.12.11,Unprovoked,Bahamas,Unknown,Off Andros Island,Richard Pinder,"Bitten on thigh, abdomen & hand",N,5905.0,26,11-12-2015,11.0,12.0,2015.0,M,M,fishing,Bull Shark,Unknown
2015.12.08,Unprovoked,South Africa,Eastern Cape Province,Mpande,Tamsin Scott,Lacerations to both hands and forearms,N,5904.0,22,08-12-2015,8.0,12.0,2015.0,F,F,other,Unknown,Unknown
2015.11.20,Unprovoked,Ecuador,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Graham Hurley,Lacerations to left calf,N,5903.0,55,20-11-2015,20.0,11.0,2015.0,M,M,snorkeling,Galapagos Shark,Unknown
2015.11.15.b,Unprovoked,United States,Florida,"Palm Beach, Palm Beach County",Sarah Rose Bogden,Leg injured,N,5902.0,27,15-11-2015,15.0,11.0,2015.0,F,F,swimming,Unknown,Unknown
2015.11.15.a,Unprovoked,United States,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Allen Engelman,Lacerations to hand,N,5901.0,28,15-11-2015,15.0,11.0,2015.0,M,M,surfing,Spinner Shark,2.13
2015.11.10,Unprovoked,Australia,New South Wales,East Ballina,Sam Morgan,Injury to left thigh,N,5900.0,20,10-11-2015,10.0,11.0,2015.0,M,M,surfing,Bull Shark,3.1
2015.12.23,Invalid,United States,Florida,"Paradise Beach, Melbourne, Brevard County",Ryla Underwood,Lower left leg injured,N,5899.0,9,07-11-2015,7.0,11.0,2015.0,F,F,surfing,Unknown,Unknown
2015.11.03,Unprovoked,United States,Hawaii,"Kehena Beach, Hawaii",Paul O'Leary,Laceration to right ankle,N,5898.0,54,03-11-2015,3.0,11.0,2015.0,M,M,swimming,Unknown,Unknown
2015.11.01.b,Unprovoked,United States,Florida,"Cocoa Beach, Brevard  County",Jill Kruse,Injury to right ankle/calf & hand,N,5897.0,28,01-11-2015,1.0,11.0,2015.0,F,F,standing/wading,Shark,0.91
2015.11.01.a,Unprovoked,Mozambique,Inhambane Province,Maxixe,Albino Ernesto,"Arms severely injured, surgically amputated",N,5896.0,19,01-11-2015,1.0,11.0,2015.0,M,M,fishing,Unknown,Unknown
2015.10.30,Unprovoked,Australia,Western Australia,Bald Island,Norman Galli,Minor injury,N,5895.0,50,30-10-2015,30.0,10.0,2015.0,M,M,fishing,Unknown,Unknown
2015.10.28.a,Unprovoked,United States,Hawaii,"Malaka, Oahu",Raymond Senensi,"Lacerations & puncture wounds to right thigh, calf & ankle",N,5894.0,10,28-10-2015,28.0,10.0,2015.0,M,M,boarding,Unknown,Unknown
2015.10.25,Unprovoked,South Africa,Western Cape Province,Stil Bay,Stuart Anderson,"Lacerations to right calf, knee & hip",N,5893.0,42,25-10-2015,25.0,10.0,2015.0,M,M,surfing,White Shark,3.5
2015.10.21,Unprovoked,United States,Florida,"Playalinda Beach, Brevard County",Michael Salinger,Lacerations to left hand,N,5892.0,21,21-10-2015,21.0,10.0,2015.0,M,M,surfing,Shark,1.52
2015.10.19,Unprovoked,United States,Florida,"Deerfield Beach, Broward County",Peter Kirn,Left foot bitten,N,5891.0,21,19-10-2015,19.0,10.0,2015.0,M,M,surfing,Spinner Shark,1.52
2015.10.17.c,Unprovoked,Mozambique,Inhambane Province,"Nahaduga, Inhambane Bay",Albertina Cavel,FATAL,Y,5890.0,35,17-10-2015,17.0,10.0,2015.0,F,F,other,Unknown,Unknown
2015.10.17.b,Invalid,United States,Hawaii,"Waikiki, ",male,Left foot bitten by eel,N,5889.0,32,17-10-2015,17.0,10.0,2015.0,M,M,surfing,Unknown,Unknown
2015.10.17.a,Unprovoked,United States,Hawaii,"Lanikai Beach, Kailua, Oahu",Tony Lee,Injuries to lower legs,N,5888.0,44,17-10-2015,17.0,10.0,2015.0,M,M,swimming,Tiger Shark,2.13
2015.10.13,Boat,United States,California,"Off Leffingwell Landing, San Luis Obispo County",Jordan Pavacich,"No injury, shark rammed kayak repeatedly",N,5887.0,27,13-10-2015,13.0,10.0,2015.0,M,M,kayaking,Unknown,Unknown
2015.10.09.b,Unprovoked,United States,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Meti Kershner,Laceration to forearm,N,5886.0,9,09-10-2015,9.0,10.0,2015.0,F,F,boarding,Unknown,Unknown
2015.10.09.a,Unprovoked,United States,Hawaii,"Leftovers, Oahu",Colin Cook,"Left leg severed below the knee, defense injuries to left hand",N,5885.0,25,09-10-2015,9.0,10.0,2015.0,M,M,surfing,Tiger Shark,3.96
2015.10.08,Unprovoked,Mozambique,Inhambane Province,"Maxixe, Inhambane Bay",Alberto Rafael,"Arm severely injured, surgically amputated",N,5884.0,27,08-10-2015,8.0,10.0,2015.0,M,M,fishing,Unknown,Unknown
2015.10.07,Unprovoked,Australia,Western Australia,Pyramids Beach,Eli Zawadzki,Foot injured,N,5883.0,18,07-10-2015,7.0,10.0,2015.0,M,M,surfing,Unknown,Unknown
2015.10.05.b,Unprovoked,United States,Florida,"Pepper Park Beach, St. Lucie County",male,2 lacerations to ankle,N,5882.0,22,05-10-2015,5.0,10.0,2015.0,M,M,boarding,Unknown,Unknown
2015.10.05.a,Unprovoked,United States,Texas,Galveston,Gregory Slaughter,Foot & hands bitten,N,5881.0,13,05-10-2015,5.0,10.0,2015.0,M,M,standing/wading,Shark,1.22
2015.10.04,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",Phillip Tarasovic,Severe lacerations to left hand,N,5880.0,14,04-10-2015,4.0,10.0,2015.0,M,M,surfing,Blacktip Shark,1.22
2015.09.29,Unprovoked,United States,Florida,"Vilano Beach, St.  Johns County","David Morrison, Jr.","Laceration to heel, puncture wounds to dorsum of foot",N,5879.0,22,29-09-2015,29.0,9.0,2015.0,M,M,surfing,Blacktip Shark,1.52
2015.09.26,Unprovoked,Australia,Queensland,"Russel Island, Frankland Group",female,Laceration to leg,N,5878.0,7,26-09-2015,26.0,9.0,2015.0,F,F,snorkeling,Unknown,Unknown
2015.09.24,Unprovoked,United States,California,"Horseshoe Rock, Santa Barbara County",Darren Kenney,"No injury, kayak damaged",N,5877.0,27,24-09-2015,24.0,9.0,2015.0,M,M,kayaking,White Shark,5.79
2015.09.20.d,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",male,Minor injury to left ankle,N,5876.0,14,20-09-2015,20.0,9.0,2015.0,M,M,surfing,Juvenile Shark,Unknown
2015.09.20.c,Unprovoked,United States,Hawaii,"Upolu Point, North Kohala, Big Island", Braxton Rocha,Severe laceration to left leg,N,5875.0,27,20-09-2015,20.0,9.0,2015.0,M,M,fishing,Tiger Shark,3.96
2015.09.20.b,Unprovoked,United States,Florida,"Fernandina Beach, Amelia Island, Nassau County","Joshua Bitner, Jr.",Significant injuries to leg,N,5874.0,12,20-09-2015,20.0,9.0,2015.0,M,M,standing/wading,Shark,1.22
2015.09.20.a,Unprovoked,United States,Florida,"Vilano Beach, St.  Johns County",Filippo Schiavo ,Injury to right hand / wrist,N,5873.0,16,20-09-2015,20.0,9.0,2015.0,M,M,photography/filming,Unknown,Unknown
2015.09.18,Unprovoked,United States,Florida,"Big Talbot Island, Duval County",Peter Vergenz ,Lacerations to calf,N,5872.0,27,18-09-2015,18.0,9.0,2015.0,M,M,swimming,Unknown,Unknown
2015.09.17,Unprovoked,United States,Florida,"Jacksonville Beach, Duval County",Bryan Liebetrau,Injury to right foot,N,5871.0,20,17-09-2015,17.0,9.0,2015.0,M,M,surfing,Unknown,Unknown
2015.09.08,Unprovoked,Australia,New South Wales,North Shelly Beach,Justin Daniels,Minor laceration to hand,N,5870.0,42,08-09-2015,8.0,9.0,2015.0,M,M,surfing,Shark,1.83
2015.09.06,Unprovoked,United States,California,"El Pescador Beach, Los Angeles County",Caterina Gennaro,"No injury, shark struck board, tossing her into the sea",N,5869.0,50,06-09-2015,6.0,9.0,2015.0,F,F,boarding,White Shark,3.35
2015.09.05,Provoked,United States,California,"Deer Creek Beach, Ventura County",Dylan Marks,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,N,5868.0,29,05-09-2015,5.0,9.0,2015.0,M,M,kayaking,Hammerhead Shark,Unknown
2015.09.04,Unprovoked,Australia,New South Wales,Hallidays Point,David Quinliven,Inuries to lower left leg & ankle,N,5867.0,62,04-09-2015,4.0,9.0,2015.0,M,M,surfing,White Shark,2.5
2015.09.03,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",Chip Wagner,Right foot bitten,N,5866.0,27,03-09-2015,3.0,9.0,2015.0,M,M,unknown,Shark,1.22
2015.09.01,Unprovoked,Thailand,Phuket,Karon Beach,Jane Neame,Left foot & ankle bitten,N,5865.0,37,01-09-2015,1.0,9.0,2015.0,F,F,standing/wading,Small Shark,Unknown
2015.09.00,Unprovoked,Fiji,Unknown,Unknown,Viliame Lautiki,Leg bitten,N,5864.0,27,15-09-2020,15.0,9.0,2020.0,M,M,fishing,Tiger Shark,Unknown
2015.08.29.b,Unprovoked,United States,California,"Morro Strand State Beach, San Luis Obispo County",Elinor Dempsey,"No injury, surfboard bitten",N,5863.0,54,29-08-2015,29.0,8.0,2015.0,F,F,surfing,White Shark,3.35
2015.08.29.a,Unprovoked,United States,California,"Morro Bay, San Luis Obispo County",Daniel Phillips,"No injury, shark struk sufer's leg and his board",N,5862.0,21,29-08-2015,29.0,8.0,2015.0,M,M,surfing,White Shark,3.05
2015.08.22.b,Invalid,United States,Florida,"Cocoa Beach, Brevard  County",young boy,Wound to right lower leg,N,5861.0,10,22-08-2015,22.0,8.0,2015.0,M,M,unknown,Unknown,Unknown
2015.08.22.a,Unprovoked,Australia,New South Wales,Lighthouse Beach,Dale Carr,Severe laceration to left buttock & thigh,N,5860.0,38,22-08-2015,22.0,8.0,2015.0,M,M,surfing,Unknown,Unknown
2015.08.20,Unprovoked,United States,South Carolina,"Murrells Inlet, Georgetown County",Dylan Peyton,"Injuries to left calf, arm and hand",N,5859.0,15,20-08-2015,20.0,8.0,2015.0,M,M,surfing,Shark,1.22
2015.08.19,Unprovoked,United States,Florida,"Jacksonville Beach, Duval County",Kaley Szarmack,Lacerations to right leg,N,5858.0,10,19-08-2015,19.0,8.0,2015.0,F,F,standing/wading,Shark,0.91
2015.08.18.b,Unprovoked,United States,California,Santa Barbara County,Connor Lyon,"No injury, kayak bitten",N,5857.0,22,18-08-2015,18.0,8.0,2015.0,M,M,kayaking,White Shark,3.96
2015.08.18.a,Invalid,Spain,Alicante,"Poniente Beach, Benidorm",male,Minor injury when he attempted to touch a fish. ,N,5856.0,10,18-08-2015,18.0,8.0,2015.0,M,M,swimming,Unknown,Unknown
2015.08.10,Provoked,United States,California,Cortes Bank,Richard Shafer,Right hand bitten  PROVOKED INCIDENT,N,5855.0,57,10-08-2015,10.0,8.0,2015.0,M,M,fishing,Hammerhead Shark,1.83
2015.07.31,Unprovoked,Australia,New South Wales,Evans Head,Craig Ison,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,5854.0,52,31-07-2015,31.0,7.0,2015.0,M,M,surfing,White Shark,Unknown
2015.07.27,,Australia,Victoria,Tyrendarra Beach,male,Injury to hand,Unknown,5853.0,40,27-07-2015,27.0,7.0,2015.0,M,M,surfing,Unknown,Unknown
